trial_number,lr,num_epochs,unfreeze_epoch,max_length,validation_accuracy,total_time
0,7.960917579180225e-06,9,5,64000,0.9301587301587302,1621.540283203125
1,5.897184584148459e-05,1,0,160000,0.14285714285714285,461.27582025527954
2,0.00020229493202200116,8,3,48000,0.14285714285714285,1288.9918386936188
3,2.323504341629936e-06,4,2,80000,0.7741496598639456,829.1647262573242
4,4.569237296182696e-06,7,0,80000,0.9341269841269841,1775.4986598491669
5,0.0004661592704864987,5,5,32000,0.5625850340136055,412.1669616699219
6,0.00011675515488624695,8,1,160000,0.14285714285714285,3577.7729139328003
7,1.8221381990226753e-05,2,4,48000,0.2874716553287982,232.8023099899292
8,7.768582756086907e-05,5,1,32000,0.14285714285714285,706.9289798736572
9,0.0001324350391478225,10,5,32000,0.14285714285714285,1188.3671452999115
10,0.00018177148902990303,10,0,32000,0.14285714285714285,1528.2674975395203
11,5.182923800890827e-05,1,5,32000,0.3102891156462585,91.96914505958557
12,6.222858763223634e-05,4,0,160000,0.2857142857142857,1868.511551618576
13,0.00010688653846034273,8,0,48000,0.14285714285714285,1536.900710105896
14,4.216695334762666e-05,1,0,32000,0.14285714285714285,152.12668919563293
15,0.00012323257169641975,9,2,32000,0.14285714285714285,1272.8589451313019
16,0.00022111950397492398,10,4,160000,0.14285714285714285,4118.421090364456
17,0.00016590606736577556,9,2,80000,0.14285714285714285,2061.8759372234344
18,7.736223213750955e-05,6,3,32000,0.14285714285714285,681.5583782196045
19,0.00011346221231292627,6,0,32000,0.14285714285714285,881.1613581180573
20,0.00033177915606452614,10,5,32000,0.14285714285714285,1165.3010017871857
21,0.0008583146877492921,10,0,160000,0.14285714285714285,4626.536137104034
22,0.0006131400913239739,10,0,32000,0.14285714285714285,1611.3192415237427
23,5.979406891177126e-05,6,0,32000,0.14285714285714285,929.2471594810486
24,0.00036351429939203287,10,0,160000,0.14285714285714285,4903.205465555191
25,2.5084179304891507e-05,1,0,160000,0.41581632653061223,500.7752273082733
26,0.00011712143930564006,1,0,160000,0.14285714285714285,501.8506500720978
27,7.439024438315248e-05,1,0,32000,0.14285714285714285,158.18493127822876
28,7.542917408734671e-05,1,0,80000,0.14285714285714285,259.60710096359253
29,0.0006221452610706454,10,5,160000,0.14285714285714285,4264.451736688614
30,0.00012975068224243294,8,5,160000,0.14285714285714285,3260.1004679203033
31,0.00041961143499792924,10,1,64000,0.14285714285714285,2343.765462875366
32,4.8231322190211176e-05,3,0,32000,0.14285714285714285,469.3369719982147
33,1e-06,10,0,32000,0.6672052154195011,1555.6654272079468
34,0.0001238456251550899,8,5,32000,0.14285714285714285,913.4997789859772
35,0.0002452135863455309,8,1,160000,0.14285714285714285,3578.9908108711243
36,0.001,10,4,64000,0.14285714285714285,2083.9746553897858
37,1e-06,1,5,160000,0.2785714285714286,315.44497179985046
38,6.824052915628695e-05,10,5,160000,0.14285714285714285,3937.5157673358917
39,6.50928981298099e-05,10,0,160000,0.14285714285714285,4715.071932554245
40,0.00010721861220682362,10,2,160000,0.14285714285714285,4411.133710384369
41,0.001,1,5,160000,0.5495464852607709,317.3962314128876
42,0.0006052654676035932,9,1,160000,0.14285714285714285,4130.178767204285
43,0.000266465486852897,9,0,32000,0.14285714285714285,1472.1358568668365
44,0.001,10,0,64000,0.14285714285714285,2328.5037965774536
45,1e-06,10,5,160000,0.7526360544217686,3906.638960838318
46,0.001,9,5,160000,0.14285714285714285,3570.344343662262
47,8.498268520036733e-05,1,0,160000,0.14285714285714285,507.81291913986206
48,4.483808846458838e-05,10,0,32000,0.14285714285714285,1592.7566332817078
49,1e-06,10,0,160000,0.7738095238095238,4995.589950084686
